"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CASP8",4.86541982228987e-06,0.307923376887687,0.425,0.228,0.128257331935383
"MPRIP",4.9533195221385e-06,0.312132236849182,0.27,0.122,0.130574455923093
"JAK1",5.06867005252674e-06,0.416739618149247,0.851,0.703,0.133615211254657
"PRDM2",5.10178827018594e-06,0.36775111965054,0.425,0.228,0.134488240590371
"RPL22",5.36779698408623e-06,0.364465360181512,0.753,0.513,0.141500496297497
"HCP5",5.51160011149822e-06,0.33445090700032,0.155,0.053,0.145291290539204
"SAMD9",5.5537814020859e-06,0.350411011542446,0.408,0.223,0.146403231540386
"CNOT6L",5.56356239379841e-06,0.39263278349527,0.506,0.301,0.14666106826292
"PRRC2B",5.56743673905894e-06,0.443147748552461,0.414,0.23,0.146763199878333
"FAM129A",5.66022468777675e-06,0.401885219389299,0.19,0.073,0.149209182994483
"GIMAP5",5.98838170231164e-06,0.332483493949925,0.138,0.043,0.157859730054637
"CEP192",6.17543237010316e-06,0.359855010903849,0.236,0.102,0.16279057270829
"MGEA5",6.3355689050198e-06,0.396282907663961,0.546,0.336,0.167011931905227
"FAM107B",6.59564590523354e-06,0.433446694532292,0.454,0.27,0.173867821707861
"RBM26",6.8085718667648e-06,0.366734234239077,0.356,0.188,0.179480762979787
"MPEG1",6.88623607774682e-06,-0.545501026459013,0.649,0.727,0.181528069245484
"HERC2",6.99114132137833e-06,0.350648044956738,0.224,0.095,0.184293476372854
"HMGB1",7.42141797266217e-06,0.438122200397817,0.494,0.294,0.195635999177348
"GPRIN3",7.47596360168131e-06,0.327488672937289,0.201,0.081,0.197073876503921
"OTUD5",7.89397701308702e-06,0.361051757481613,0.322,0.162,0.208093128041987
"RPS8",8.32158281600734e-06,0.341300077743929,0.937,0.815,0.21936524461277
"MZT2B",8.57999033925633e-06,0.268792308357862,0.253,0.115,0.226177125333136
"HCST",8.95998321081776e-06,0.281487150901457,0.184,0.071,0.236194117420367
"SPTAN1",9.24383962498228e-06,0.457175354552501,0.333,0.172,0.243676856354158
"TPRG1L",9.42002083275366e-06,0.297824158906017,0.253,0.115,0.248321169172219
"CMPK1",9.46453168878233e-06,0.345532764286719,0.351,0.183,0.249494519847991
"FYN",9.92459288779262e-06,0.402412811720934,0.523,0.326,0.261622193115101
"ISG20",1.00520107114964e-05,0.26696988620091,0.207,0.085,0.264981054365758
"LUC7L3",1.01833157161543e-05,0.403682495607334,0.506,0.308,0.268442385593543
"GLS",1.03068100219934e-05,0.288379991326294,0.299,0.146,0.271697818989768
"GTF3C1",1.1152759214938e-05,0.343495704129697,0.247,0.112,0.293997885664979
"YPEL3",1.12594504512236e-05,0.378288721068182,0.201,0.085,0.296810373344706
"IL4R",1.14103427923172e-05,0.314052400791441,0.19,0.076,0.300788046348274
"CAMK2D",1.1494742359847e-05,0.260701252906013,0.132,0.042,0.303012903347926
"SPATA13",1.17475906891463e-05,0.41033245449698,0.27,0.129,0.309678238156585
"ZBED6",1.1819595471597e-05,0.285511188729474,0.121,0.036,0.311576356226767
"SNRNP200",1.27327389033256e-05,0.347898029122441,0.489,0.293,0.335647730230567
"MBP",1.3879284914665e-05,0.420354721758444,0.443,0.266,0.365871829635484
"ZNF276",1.41113419928683e-05,0.318281105200803,0.161,0.06,0.371989086274
"SKI",1.47847229434879e-05,0.300960941672363,0.218,0.095,0.389740081513285
"ACTB",1.47942662365476e-05,-0.284602787839215,1,0.986,0.38999165226163
"JMY",1.49648334949905e-05,0.312443242225633,0.195,0.08,0.394487975761445
"RPS3A",1.53240291872174e-05,0.402834442478228,0.816,0.672,0.403956733404239
"GNL1",1.5867793385948e-05,0.292164396453052,0.167,0.063,0.418290901446976
"CYLD",1.59090904166794e-05,0.340771495172928,0.477,0.279,0.419379532474085
"MTERFD2",1.65637074708908e-05,0.345075402909714,0.126,0.041,0.436635892640152
"USP15",1.71039708170517e-05,0.286591904700583,0.557,0.346,0.450877774708299
"RPL10",1.8494532958671e-05,0.351090917295603,0.851,0.693,0.487534383323525
"MPHOSPH9",1.85654873181459e-05,0.30039790321971,0.149,0.053,0.489404811193644
"C19orf53",1.89236122294621e-05,0.394884739340558,0.322,0.168,0.498845341980849
"WDR60",1.90510847923966e-05,0.263636439118897,0.126,0.041,0.502205646212367
"RPS16",1.91053794578631e-05,0.307354283442391,0.908,0.761,0.50363690788873
"WWP1",2.02055859864153e-05,0.273725154532833,0.282,0.134,0.532639452187894
"SLC7A7",2.02627070762975e-05,-0.605580102228205,0.494,0.578,0.534145221238278
"RANBP1",2.15705023740364e-05,0.344182017342168,0.144,0.052,0.568620013081975
"ZNF259",2.20286113467984e-05,0.263648138732368,0.236,0.106,0.580696223712952
"CUL1",2.20649786826328e-05,0.282397482085446,0.259,0.122,0.581654903052883
"TGFBI",2.20780645648733e-05,-0.690183683456248,0.385,0.49,0.581999859994626
"PRKRA",2.34993638639249e-05,0.331354926450828,0.126,0.042,0.619466730816925
"PRPF38B",2.35402866874526e-05,0.264541479565044,0.425,0.237,0.620545497367939
"JADE2",2.38268009240741e-05,0.319251988972018,0.322,0.167,0.628098299159517
"UBTF",2.38291596107687e-05,0.347092720642935,0.333,0.178,0.628160476499475
"TROVE2",2.4395028779136e-05,0.29944659856813,0.356,0.192,0.643077353646803
"TYROBP",2.45438459114498e-05,-0.33039095473867,0.879,0.934,0.647000322071729
"CCNL2",2.53620998195006e-05,0.352946994838376,0.448,0.269,0.668570313341854
"RPL10A",2.73344754101973e-05,0.392377052691049,0.822,0.689,0.72056410628821
"TNKS2",2.77214067875844e-05,0.25055069580705,0.42,0.235,0.730764004327513
"DCAF5",2.80266911418057e-05,0.336794898281228,0.483,0.286,0.738811605189139
"RP11-264B14.1",2.81054405980371e-05,0.256854385898221,0.178,0.071,0.740887519604856
"DDX17",2.90821601185356e-05,0.363896879025094,0.77,0.578,0.766634822884717
"C6orf48",2.94568877208306e-05,0.349665567506189,0.397,0.225,0.776513017208815
"STOM",2.95175360115315e-05,0.314896075445724,0.178,0.073,0.778111766799982
"RSRC2",3.0676287352582e-05,0.2797363535964,0.385,0.211,0.808657610901414
"SLAMF7",3.11010497268673e-05,0.303213258366071,0.362,0.197,0.819854771849948
"CAND1",3.20370951126889e-05,0.367779499878788,0.282,0.143,0.844529864265593
"MGAT4B",3.23521044862252e-05,0.297671466384264,0.138,0.049,0.852833826361382
"SMG1",3.27277474362677e-05,0.250145429549376,0.626,0.412,0.862736150167453
"FBXO33",3.34587956907846e-05,0.415197041906027,0.287,0.151,0.882007313204772
"RASA3",3.36554932794283e-05,0.292959077116739,0.489,0.289,0.887192458339009
"ATXN7L3B",3.41838779958845e-05,0.260813355942564,0.31,0.155,0.901121207849511
"SIN3A",3.48775322029268e-05,0.422973107019062,0.259,0.13,0.919406626401354
"PCSK7",3.62855028661052e-05,0.318606538738066,0.282,0.141,0.956522141053398
"SSR2",3.71144459468364e-05,0.367008007280106,0.46,0.279,0.978373909604555
"TLK1",3.78700282279841e-05,0.347028744953543,0.322,0.171,0.998291814117888
"ZNF292",3.89440042952322e-05,0.334319434033719,0.322,0.169,1
"SRSF7",4.15197250880057e-05,0.256082522915035,0.489,0.301,1
"VPS13C",4.3173206429065e-05,0.392063661946309,0.73,0.532,1
"RPS17L",4.32354668716087e-05,0.375260188520602,0.718,0.527,1
"KIAA1551",4.37538635251111e-05,0.374012828811485,0.557,0.366,1
"RBM15",4.37609841196217e-05,0.254593119994249,0.109,0.034,1
"TBC1D4",4.41997017344857e-05,0.332456232785001,0.121,0.041,1
"RBM12",4.55323608682758e-05,0.31574541548243,0.259,0.129,1
"GNB2L1",4.67510377214965e-05,0.314310531495884,0.954,0.885,1
"KDM5D",4.75635553643918e-05,0.300167815182081,0.201,0.088,1
"JOSD1",5.00501600221406e-05,0.318866433971178,0.293,0.153,1
"VAV3",5.11444695814803e-05,0.28864800191368,0.149,0.057,1
"GCC2",5.21216700509185e-05,0.357238505288971,0.316,0.169,1
"NAA15",5.30691647004661e-05,0.318760833606556,0.264,0.133,1
"MTRNR2L8",5.56286113715154e-05,-0.377809058334877,0.943,0.945,1
"BPTF",5.70288955822996e-05,0.391733847418603,0.592,0.405,1
"THUMPD1",5.78101058267216e-05,0.332305368043449,0.322,0.174,1
"RPL37",5.82145995879772e-05,0.325100125865865,0.667,0.448,1
"EXOC5",6.14494477028397e-05,0.267327447601412,0.23,0.108,1
"EEF1B2",6.58536692942824e-05,0.278542334144199,0.626,0.417,1
"ITPRIP",6.64901483003462e-05,0.297326137323758,0.213,0.098,1
"MED10",6.72817926358585e-05,0.262047852747395,0.287,0.148,1
"ARIH2",6.74567297319803e-05,0.354500374440959,0.339,0.19,1
"ATG4B",6.80390988017792e-05,0.316101589528206,0.207,0.095,1
"DUSP1",7.07500599274337e-05,-0.422684022220752,0.787,0.826,1
"DENND4C",7.10406997107325e-05,0.26484321067789,0.155,0.062,1
"RGPD5",7.11746078761961e-05,0.29417453788214,0.144,0.055,1
"INO80",7.12129491751215e-05,0.282244582255273,0.316,0.168,1
"NAP1L4",7.50377418074104e-05,0.268092102994343,0.316,0.169,1
"PSMC1",7.59104532721044e-05,0.270046112132255,0.195,0.087,1
"NUDT2",7.82935810711555e-05,0.26849578044299,0.121,0.042,1
"CCDC14",8.12874748212091e-05,0.28311262637567,0.121,0.042,1
"LPCAT1",8.19523181838142e-05,0.28658950325397,0.333,0.185,1
"HIVEP2",8.35961785327905e-05,0.431234532038038,0.201,0.094,1
"ZNF131",8.41962394371717e-05,0.311376528432504,0.201,0.092,1
"BTN3A1",8.59548676895929e-05,0.271806722571218,0.385,0.22,1
"SEPT11",8.61517325569479e-05,0.26769516981292,0.149,0.059,1
"HSPA5",8.98178491348093e-05,0.4227622699091,0.695,0.514,1
"RICTOR",9.23157533299801e-05,0.309249581844625,0.282,0.146,1
"ZRANB2",9.40040375069285e-05,0.313877851946939,0.264,0.134,1
"OAZ1",9.57171958155778e-05,-0.30780823850227,0.937,0.95,1
"C21orf91",9.60084121704622e-05,0.308314948466418,0.132,0.05,1
"NAP1L1",9.8240514570326e-05,-0.312438298772294,0.925,0.944,1
"MRFAP1L1",9.92277885657763e-05,0.260915691188718,0.218,0.104,1
"RPL5",9.96936688361925e-05,0.311445972403575,0.879,0.734,1
"ELP2",0.000101541587049995,0.316058922094212,0.218,0.105,1
"SRSF10",0.000104563773967916,0.329911448141496,0.374,0.22,1
"KLHL36",0.000105667905491953,0.281405447224345,0.19,0.085,1
"JAZF1",0.000106367860478793,0.259832676647091,0.259,0.132,1
"ANKRD36",0.000111341282975578,0.259766891075668,0.126,0.046,1
"AKNA",0.000114785684867513,0.272231732636059,0.529,0.322,1
"KLF4",0.000115387932459686,-0.619513047474809,0.534,0.609,1
"DIP2A",0.000117587142484749,0.318185193512916,0.328,0.176,1
"CUTA",0.000118087146309441,0.332124877737995,0.247,0.125,1
"CAMLG",0.000118416889789108,0.253087644024494,0.282,0.144,1
"SYNRG",0.000119106599118354,0.320356594565523,0.356,0.209,1
"RNF213",0.000120521651564477,0.278249110007996,0.891,0.777,1
"MPHOSPH8",0.000122775520013969,0.4043551048192,0.443,0.27,1
"CUL4B",0.000124666833178764,0.304267218385091,0.264,0.136,1
"CFP",0.000129042130788338,-0.61414975948641,0.529,0.592,1
"NSMCE4A",0.000142161364965674,0.29913173542673,0.184,0.083,1
"TMEM123",0.00014625650735418,0.277225434294019,0.603,0.402,1
"CST3",0.000162873086396392,-0.431094276265451,0.759,0.772,1
"S100A4",0.000164723416890265,-0.362122007247386,0.828,0.833,1
"ACTN1",0.000165960288779705,0.323045345432733,0.132,0.052,1
"ADRBK2",0.000168113220608519,-0.514796944893785,0.54,0.612,1
"SEC22B",0.000169515833448019,0.280858547782003,0.161,0.069,1
"PRDM4",0.000170399872539431,0.252839378514607,0.184,0.083,1
"FBL",0.000171647660975134,0.322199689413205,0.328,0.183,1
"SRPR",0.000173638372168959,0.259664545519431,0.31,0.172,1
"MYLIP",0.000174551346608929,0.398960262120537,0.31,0.171,1
"SH3BGRL",0.000181367791094012,-0.543808244289256,0.552,0.608,1
"ARHGAP25",0.000182577357452128,0.251508753482265,0.402,0.235,1
"ADIPOR2",0.000185595439874538,0.308331377291653,0.259,0.139,1
"DDX52",0.000193613861885999,0.256220346426916,0.167,0.073,1
"MAPKAPK5-AS1",0.000195838504434905,0.309874778303854,0.149,0.062,1
"RPS4Y1",0.000197200486645231,0.372772618990887,0.448,0.287,1
"MSN",0.000198921463818765,-0.271396890128617,0.943,0.922,1
"USP34",0.000199231563666594,0.330004037254418,0.425,0.272,1
"VEZF1",0.000201473212632467,0.292202497351451,0.402,0.245,1
"RASA2",0.000202457215563039,0.262968780658007,0.201,0.097,1
"FXYD5",0.000204866103743168,0.291619230152909,0.379,0.224,1
"IFFO2",0.000222008449491363,0.266794928569388,0.126,0.049,1
"ZFP36L2",0.000227823235267368,0.28092311383476,0.684,0.507,1
"LPIN1",0.00023102463134502,0.250681304866368,0.172,0.077,1
"SP140",0.000232842676482443,0.357238819843252,0.167,0.076,1
"RP11-427H3.3",0.000235270305770629,0.346520735475873,0.23,0.116,1
"UBR5",0.000242546815284922,0.252454804376925,0.402,0.241,1
"ZNF721",0.000244342283727643,0.261910037915131,0.126,0.049,1
"RPL35",0.000261598642503374,0.331110525651118,0.759,0.585,1
"MRPL18",0.000262427086486547,0.261812366519536,0.201,0.097,1
"DDX39A",0.000266913427661728,0.276232855273978,0.218,0.111,1
"RPRD2",0.000268217769546418,0.309193076712085,0.236,0.122,1
"ANXA5",0.000272781084507853,-0.441572774958306,0.69,0.706,1
"TOP2B",0.000274594073415159,0.293102593316965,0.54,0.377,1
"RMND5A",0.000277176909648736,0.289620126577192,0.368,0.216,1
"TNFAIP8",0.000283981107604769,0.287278762232955,0.282,0.154,1
"TOMM70A",0.000295448259820323,0.2932800458585,0.207,0.104,1
"CYTH1",0.000295549992815763,0.266978155234549,0.667,0.471,1
"ZBTB1",0.000297715468796746,0.284640078519238,0.345,0.202,1
"MT-ND1",0.000298982558836234,-0.254485898128067,0.966,0.968,1
"RXRA",0.000300478063465995,-0.464152829206977,0.534,0.597,1
"TYMP",0.000301219145986605,-0.42812795431418,0.632,0.692,1
"MTRNR2L12",0.000301310556293784,-0.30370738462131,0.897,0.875,1
"WARS",0.000303981952227925,-0.458449149454524,0.787,0.784,1
"ADNP",0.000319553171147974,0.280190186773017,0.328,0.189,1
"RPS21",0.000342260827634745,0.366627463188051,0.787,0.639,1
"FAM78A",0.000348434050354219,0.269020025258442,0.282,0.157,1
"USP33",0.000349061969496134,0.370570891688353,0.322,0.189,1
"EIF4A2",0.000351093494139077,0.30420582998059,0.678,0.486,1
"C10orf54",0.000355777333112281,-0.474680335160514,0.707,0.727,1
"CCT3",0.000358917407988106,0.265968859068259,0.489,0.318,1
"ELK4",0.000359213665014853,0.302284614409727,0.299,0.169,1
"ADD1",0.000377201626733188,0.295286550113204,0.569,0.388,1
"PIK3AP1",0.000379675422621622,-0.356041472695532,0.753,0.768,1
"PBXIP1",0.000386368479930811,0.268596720562256,0.362,0.216,1
"RBM39",0.000387945625411668,0.313680373172746,0.741,0.613,1
"CNEP1R1",0.00039834241162026,0.289931820955368,0.161,0.073,1
"DDX3Y",0.000407635160668255,0.327296566215737,0.328,0.19,1
"ERCC6L2",0.000420439614845124,0.282501584688846,0.161,0.073,1
"NDUFV1",0.000421029181720881,0.359770664018291,0.276,0.158,1
"RHOT2",0.00042974855579638,0.25702500812063,0.241,0.127,1
"BTN3A3",0.000439841514876027,0.264475163793793,0.293,0.168,1
"DYNLL2",0.000459616228984671,0.250372002286974,0.379,0.228,1
"ANGEL2",0.000463802615415945,0.262594177083762,0.161,0.074,1
"NOP58",0.000469133845075713,0.25812910853872,0.218,0.115,1
"NDUFB9",0.00047093974448318,0.256098142034175,0.236,0.125,1
"TRMT2A",0.000485495706636585,0.260459161180297,0.149,0.066,1
"APPL1",0.000494151360949292,0.283417629989036,0.322,0.189,1
"TMEM63A",0.000501640025385126,0.256726406518957,0.115,0.045,1
"IDI1",0.000508979824949893,0.275912760187679,0.351,0.213,1
"MS4A7",0.000511053975861772,-0.297683724255568,0.845,0.874,1
"MDN1",0.000516583071009819,0.354860902294284,0.19,0.095,1
"BRI3",0.00052076250091115,-0.565217628699656,0.431,0.513,1
"JADE1",0.000521482186481687,0.296444460256873,0.264,0.147,1
"HCK",0.000536650825690985,-0.428480793872529,0.707,0.697,1
"GNAI2",0.000541132350684116,-0.292629224789628,0.874,0.882,1
"WBP11",0.000546311020486677,0.277929856280066,0.305,0.176,1
"CHCHD7",0.000551034288937147,0.317843796373555,0.161,0.074,1
"UROS",0.00055673954545112,0.287591669670625,0.167,0.077,1
"LYST",0.000582589277290027,-0.408424477405893,0.851,0.84,1
"TRIM27",0.000613951356207499,0.362416244378198,0.293,0.172,1
"CRNKL1",0.000616785151831265,0.264996849260891,0.167,0.078,1
"MON2",0.000629116689644209,0.269402892145836,0.259,0.144,1
"NSA2",0.000641905054137443,0.253988305417009,0.351,0.207,1
"CLK1",0.000643700283146099,0.329943375665517,0.408,0.262,1
"CDKN2AIP",0.000646448637046175,0.302284243849477,0.184,0.091,1
"TRAPPC10",0.000649808462362867,0.298036694268391,0.379,0.238,1
"MAFB",0.000654223292630824,-0.479457994991679,0.649,0.696,1
"TIPARP",0.000656501616993311,0.274311684191615,0.178,0.088,1
"VASP",0.000667240677559328,-0.3644427528508,0.793,0.796,1
"SERINC3",0.000669884024950547,0.36158080140782,0.437,0.294,1
"ANKRD12",0.00067091200662338,0.287519354563421,0.557,0.38,1
"SLC50A1",0.000671229597236271,0.274760977733445,0.132,0.057,1
"GDI2",0.000689387212087497,-0.39690188186691,0.678,0.685,1
"CCND3",0.000726742350983491,0.253438428793338,0.563,0.392,1
"SNRPD2",0.000730189116011459,0.261359137281197,0.425,0.277,1
"SET",0.000733398473341289,0.306638670068553,0.552,0.391,1
"NASP",0.000736177326580471,0.282920807696073,0.241,0.134,1
"SLC39A10",0.000749256082272575,0.292581403350497,0.103,0.039,1
"RPS28",0.000758125602167864,0.36674143396814,0.667,0.514,1
"SF3A1",0.0007610569622338,0.308050059173598,0.362,0.224,1
"KANSL1",0.00076869932378432,0.262725446965429,0.247,0.136,1
"HLA-DRB1",0.000785548496039268,-0.349278874216391,0.793,0.811,1
"ANP32E",0.000833645370290706,0.271554914559953,0.236,0.129,1
"KAT2B",0.000848748211366319,0.276685229516761,0.253,0.141,1
"SRSF9",0.000868125784635653,0.255060784986974,0.379,0.235,1
"RC3H1",0.00088029010289657,0.291564844167237,0.385,0.242,1
"GLTSCR2",0.000909512674400457,0.268919013076786,0.77,0.668,1
"FOXO1",0.000951287284477713,0.280947472758922,0.27,0.155,1
"FCER1G",0.000957517020361524,-0.33157285464865,0.787,0.797,1
"EIF2AK2",0.000975315689485828,0.263147764348456,0.305,0.185,1
"ARPC1B",0.00102795309531837,-0.348690924051092,0.816,0.811,1
"BTF3",0.00103569509119207,0.284537274369125,0.678,0.508,1
"GABPB2",0.00103943717615056,0.30286677866113,0.213,0.115,1
"SNX18",0.00104357454545406,-0.501911496679686,0.569,0.606,1
"CHD2",0.00111109628806338,0.327487521578512,0.5,0.343,1
"CFD",0.00112503470511018,-0.441497462018262,0.695,0.69,1
"MARCKS",0.00114011215975944,-0.61635389187361,0.374,0.445,1
"C7orf26",0.00115493662552868,0.259103180513753,0.195,0.101,1
"HSP90B1",0.00116215512783609,0.255272703036654,0.77,0.612,1
"PLXNB2",0.0011630950955898,-0.505278607473489,0.511,0.564,1
"NDUFB10",0.00116743860561887,0.25231956687498,0.328,0.2,1
"PTPRA",0.00118313349719422,0.282979543160476,0.351,0.225,1
"PRKAR2A",0.0012496200806528,0.337329225542562,0.27,0.162,1
"SECTM1",0.00125418513170728,-0.478783051972999,0.408,0.49,1
"YBX1",0.00128724725713155,-0.33939656915395,0.839,0.843,1
"ZBTB40",0.00130274290747123,0.257063079064504,0.259,0.148,1
"WHSC1L1",0.00130996909210593,0.285929884755587,0.351,0.221,1
"ZC3HAV1",0.00137752839117821,0.316888953283746,0.506,0.36,1
"BTAF1",0.00141546505668033,0.35405747437733,0.316,0.196,1
"ZZZ3",0.00142533822070895,0.307831575803124,0.115,0.049,1
"EIF2AK1",0.00145349651277032,0.286973878329699,0.356,0.23,1
"PANK3",0.00154506530074163,0.251736230312037,0.224,0.125,1
"MTRNR2L10",0.00160526546772185,-0.516104350500962,0.661,0.655,1
"PLXNC1",0.00161377890865653,-0.487982092176034,0.511,0.57,1
"ACP1",0.00162009025307353,0.258006181800841,0.195,0.105,1
"EMR2",0.00173194147963442,-0.501305056040181,0.471,0.532,1
"ATP11A",0.00176706828764594,-0.591162984939605,0.213,0.308,1
"PILRA",0.00178760799932239,-0.487592925370051,0.546,0.581,1
"LATS1",0.00179325491501526,0.254136557332049,0.178,0.092,1
"SYNGR2",0.00180581432263428,-0.453820866178198,0.58,0.629,1
"CTSB",0.00181184164167974,-0.456649906757171,0.678,0.679,1
"RPL18A",0.00181488670751207,0.2748082292439,0.822,0.704,1
"PHIP",0.00189349220558467,0.251539892191716,0.534,0.373,1
"VPS36",0.00192714691625152,0.27143176003941,0.276,0.165,1
"TSPYL2",0.00207474024804683,0.25845241101001,0.132,0.062,1
"RBM15B",0.00208888644654052,0.3066591970775,0.218,0.125,1
"DUSP6",0.00211517708510811,-0.512866512562441,0.626,0.648,1
"LRRK2",0.00213245994972296,-0.483536873406471,0.368,0.459,1
"CTBP1",0.00227745545227076,0.278387564801468,0.356,0.231,1
"ARPC3",0.00250576196365419,-0.394663968016635,0.638,0.643,1
"RMDN3",0.00250602130787069,0.27685090237269,0.132,0.063,1
"GFOD1",0.0025125697801888,0.314844663995044,0.144,0.071,1
"DNAJB1",0.00252060076773533,0.257742040837841,0.31,0.196,1
"ZC3H13",0.00252604172721771,0.253824151480333,0.448,0.301,1
"UPF3A",0.00253519169967009,0.26272653024864,0.138,0.067,1
"PPP2R5D",0.00254057841858621,0.279026891637744,0.109,0.049,1
"LYAR",0.00259446304681912,0.291835228885804,0.167,0.088,1
"CD44",0.00259519495837717,-0.334288954725635,0.782,0.776,1
"YTHDC2",0.00265871096274929,0.293362111706857,0.241,0.146,1
"RNF168",0.00272787878289336,0.266362382647616,0.264,0.161,1
"TINF2",0.00273971372411678,0.268058392306706,0.253,0.15,1
"FNBP1",0.00286878552675922,0.282598532718231,0.644,0.518,1
"FCN1",0.00297590415831406,-0.476634125998352,0.552,0.636,1
"FAM211A-AS1",0.00298122783072862,0.266249337640053,0.138,0.067,1
"RPL9",0.00301274168313326,0.323793357893009,0.753,0.661,1
"LILRA3",0.00301732560139937,-0.578718149096714,0.264,0.364,1
"CHORDC1",0.00305319477102875,0.265561379514067,0.161,0.084,1
"CDKN1C",0.0030831686718356,-0.401987844475677,0.764,0.786,1
"HNRNPL",0.00319334678430391,0.269510959785603,0.299,0.183,1
"MYOF",0.0033023831881711,-0.536915492784644,0.448,0.501,1
"EXOC8",0.00330519072359664,0.254219429150166,0.172,0.092,1
"SORT1",0.00341997837853963,-0.445579690481293,0.299,0.399,1
"MTOR",0.0034290572363748,0.27065603795965,0.201,0.113,1
"MSL2",0.00353768265686974,0.31007223499416,0.345,0.23,1
"ZFYVE20",0.0037098744476404,0.261926976888332,0.138,0.069,1
"FCGR3B",0.00376385562521675,-0.292524077689492,0.839,0.853,1
"RBMX",0.00379112883212491,0.281580205691226,0.443,0.318,1
"RHOA",0.00389802173575208,-0.306081086509719,0.839,0.854,1
"RAB31",0.00392086085867717,-0.475629625146781,0.511,0.556,1
"GIT2",0.00399137027540239,0.320882570949436,0.259,0.158,1
"FAM8A1",0.00409038675356474,0.282453627437712,0.132,0.066,1
"NCOA4",0.00413249661830963,-0.426844962826074,0.603,0.647,1
"HDAC1",0.00424528280267945,0.311561860148307,0.437,0.312,1
"POU2F2",0.00427068013876339,-0.358872007739047,0.736,0.731,1
"SETD7",0.00434880884018112,-0.297295888169076,0.04,0.112,1
"HLA-DPA1",0.0043650609716145,-0.328551270488776,0.845,0.826,1
"CD164",0.00450282588322054,0.270531807826214,0.569,0.429,1
"RP11-290F20.3",0.0045813204746888,-0.376950543449382,0.638,0.646,1
"TP53BP1",0.00469938162862187,0.260739478417795,0.115,0.055,1
"SIGLEC10",0.00494058884613583,-0.406563395932019,0.753,0.724,1
"NSMCE1",0.00501615041905644,0.260725925788003,0.155,0.084,1
"LILRB1",0.00572485740999136,-0.415405140198736,0.678,0.681,1
"CKAP4",0.00579436595761065,-0.430432900811692,0.098,0.179,1
"IGSF6",0.0058564118784169,-0.498592070204173,0.345,0.427,1
"VAV1",0.00591849236567846,-0.422594841147021,0.374,0.436,1
"LYZ",0.0059523413434988,-0.525448928598868,0.471,0.522,1
"ALOX5",0.00602994819332141,-0.498014060470062,0.282,0.367,1
"CALM2",0.0062464115066927,-0.323503652542861,0.799,0.798,1
"HK1",0.00628236962613578,-0.392515143578795,0.437,0.492,1
"KCTD12",0.00655425144299481,-0.415137946442119,0.241,0.333,1
"ANXA2",0.00660161453739706,-0.327963123836228,0.713,0.724,1
"FYTTD1",0.00663593792475537,0.328525757022058,0.27,0.174,1
"ITPKB",0.00678815400767584,0.280376409370467,0.333,0.224,1
"CEBPB",0.00684999541668392,-0.468477017896293,0.443,0.492,1
"ARPC5",0.00708986653041178,-0.268510279427583,0.805,0.807,1
"MBD2",0.00714717775461523,-0.415049582119388,0.695,0.676,1
"HDAC7",0.00720177907077051,0.295720239598166,0.109,0.053,1
"TRIM28",0.0072035689963574,0.255745950522371,0.218,0.136,1
"CMTM6",0.00720401549891803,-0.368323000890005,0.776,0.711,1
"SH2B3",0.00722514329388726,-0.445960623767219,0.425,0.494,1
"SLC15A3",0.00751963757200028,-0.474667340903099,0.184,0.265,1
"PRKD2",0.00763112614815797,0.262426723951802,0.109,0.053,1
"SMAD5",0.00819223472749082,0.263204137481041,0.103,0.05,1
"AMICA1",0.00837207792356212,-0.508048017137241,0.328,0.399,1
"PLCL2",0.00840772919265656,0.285505942242073,0.287,0.195,1
"VPS11",0.00842424505275155,0.302861145584068,0.207,0.126,1
"SEPT7",0.00895886639877439,0.252760617642075,0.523,0.381,1
"TNFAIP2",0.00902236680703919,-0.497485173244829,0.437,0.504,1
"MAT2B",0.00907487446658545,0.287615415194918,0.408,0.296,1
"AFF4",0.00970369998573329,0.298503915474827,0.322,0.217,1
"SCIMP",0.00989178872991938,-0.428865230663939,0.356,0.426,1
"TCF7L2",0.00998468539500461,-0.380809842513326,0.598,0.626,1
"VARS",0.010269688625532,0.254355975886111,0.161,0.094,1
"NFKBIZ",0.0105788752364372,-0.332227028661737,0.741,0.735,1
"SLC8A1",0.0109131040295165,-0.622511353856657,0.253,0.314,1
"C19orf38",0.0109804339495106,-0.489149573819311,0.322,0.377,1
"FAM110A",0.0114372292585818,-0.45602525451122,0.224,0.298,1
"SLC11A1",0.011636152743824,-0.364891305725242,0.529,0.557,1
"BEST1",0.0124427117393377,-0.296608888417577,0.057,0.123,1
"APLP2",0.0124667007642658,-0.293827946096211,0.782,0.745,1
"DOCK8",0.0125330510459961,-0.383192742836761,0.626,0.622,1
"IKBKB",0.0127318859158463,0.257573485446447,0.207,0.127,1
"SMAP2",0.0132161432507883,-0.334585650452059,0.77,0.748,1
"SBDS",0.0132957075020112,0.251698055233716,0.23,0.15,1
"VIM",0.0134959483964881,-0.277679590903607,0.897,0.896,1
"KAT6B",0.0139478003351234,0.310126269992805,0.178,0.109,1
"ARRB2",0.0140395230247086,-0.259315308249553,0.695,0.688,1
"S100A6",0.0140431731526675,-0.328819432767024,0.833,0.777,1
"PSMD6",0.0141063700586616,0.304164149721984,0.207,0.13,1
