"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PKM.7",2.62061306883631e-08,0.306538751794881,0.84,0.636,0.000626876852196333,"9","PKM"
"PPP1R15A.6",2.69025199724319e-08,0.315525613986955,0.795,0.581,0.000643535180260544,"9","PPP1R15A"
"CTSD.2",3.3436452542971e-08,0.3029766404945,0.622,0.424,0.00079983338128041,"9","CTSD"
"TGFBI.6",3.57499511805849e-08,0.331295906758587,0.769,0.569,0.000855174582190772,"9","TGFBI"
"MT-CO1",1.07451952826483e-07,-0.300427992754364,1,0.998,0.0025703581635623,"9","MT-CO1"
"CYBB.4",1.66243418140543e-07,0.309693647534399,0.955,0.877,0.00397670880533992,"9","CYBB"
"ALDH2.3",1.78197981898057e-07,0.257327825390943,0.628,0.414,0.00426267392498342,"9","ALDH2"
"MSN.4",1.84114356311455e-07,-0.371032247854984,0.724,0.797,0.00440419951732631,"9","MSN"
"TNFAIP2.7",2.95116779934079e-07,0.254379403917086,0.808,0.636,0.0070594884928031,"9","TNFAIP2"
"RGS2.7",5.77125387462442e-07,0.326470872864258,0.859,0.701,0.0138054163934891,"9","RGS2"
"AP1S2.7",7.37157051874398e-07,0.254050554641791,0.679,0.503,0.0176335338378875,"9","AP1S2"
"IL17RA.6",7.68094146933739e-07,0.288007338575316,0.673,0.497,0.018373580088802,"9","IL17RA"
"MPEG1.4",9.15864291833117e-07,0.346977359927003,0.872,0.742,0.02190838972494,"9","MPEG1"
"AMICA1.7",2.4875452280633e-06,0.305600780400044,0.769,0.622,0.0595045694005023,"9","AMICA1"
"IER2.1",2.99860224035763e-06,0.315620279265291,0.635,0.475,0.0717295641915948,"9","IER2"
"FYB.2",3.16368333651107e-06,0.30053118933227,0.731,0.621,0.0756784690926814,"9","FYB"
"CSF1R.8",7.14530227378645e-06,-0.467705824768223,0.455,0.579,0.170922775691246,"9","CSF1R"
"RPLP1.7",7.5756799611859e-06,0.281514229888343,0.904,0.799,0.181217840351528,"9","RPLP1"
"JUN.2",1.20128644211185e-05,0.373476683734457,0.622,0.458,0.287359729817575,"9","JUN"
"PTPRC.8",1.63955139608533e-05,-0.315230575817639,0.891,0.927,0.392197089457571,"9","PTPRC"
"CAP1.5",3.35677148321441e-05,-0.322870501708951,0.705,0.785,0.802973306499719,"9","CAP1"
"CEBPD.3",4.67274884599167e-05,0.27125132207881,0.628,0.479,1,"9","CEBPD"
"ACTR3.3",0.000112686573971088,-0.274891123537548,0.474,0.595,1,"9","ACTR3"
"DUSP1.1",0.000125670106057196,0.260306683412741,0.897,0.804,1,"9","DUSP1"
"LST1.7",0.000196083732535265,-0.300710870586201,0.647,0.726,1,"9","LST1"
"LYN.9",0.000338186055748608,-0.423415582361313,0.686,0.707,1,"9","LYN"
"TPM3.5",0.000344242324050659,-0.261284389829689,0.737,0.794,1,"9","TPM3"
"COTL1.5",0.00078228140858524,-0.25657397994063,0.865,0.898,1,"9","COTL1"
"HLA-DPA1.3",0.00121654044048612,-0.517269760171704,0.679,0.722,1,"9","HLA-DPA1"
"LYZ.9",2.18087958218154e-24,0.610088741189912,1,0.822,5.21688204853646e-20,"10","LYZ"
"VCAN.10",2.22217404252422e-19,0.55364512936981,1,0.67,5.31566252712218e-15,"10","VCAN"
"FOS.10",2.95399954366284e-13,0.447826523649796,0.98,0.855,7.06626230839588e-09,"10","FOS"
"FOSB.7",1.64753321999732e-10,0.38297256823656,0.73,0.473,3.94106421555559e-06,"10","FOSB"
"AHNAK.3",4.72656449282727e-10,0.416120447363967,1,0.972,1.13064149232921e-05,"10","AHNAK"
"NAP1L1.9",6.56584102208308e-10,-0.681276465554187,0.459,0.63,1.57061483089249e-05,"10","NAP1L1"
"ANXA1.8",2.25464274173083e-09,0.439404138468542,0.851,0.69,5.39333090249432e-05,"10","ANXA1"
"CD14.9",9.38599481610838e-09,0.324696909223599,0.784,0.507,0.000224522381996128,"10","CD14"
"CD74.5",1.73938969471944e-08,0.2689208767931,0.986,0.939,0.000416079408873838,"10","CD74"
"RPS19.9",3.60925102974829e-08,-0.482234761162538,0.655,0.786,0.000863368938826087,"10","RPS19"
"MS4A6A.5",1.23041774167243e-07,0.288613103078116,0.703,0.459,0.00294328227985462,"10","MS4A6A"
"CPVL.6",2.03906717598451e-07,0.297252173205026,0.716,0.519,0.00487765259167255,"10","CPVL"
"VIM.8",9.50234490026892e-07,0.305010892813149,0.946,0.908,0.0227305592359333,"10","VIM"
"JUN.3",9.74794355597161e-07,0.347282065422245,0.662,0.457,0.0233180557802397,"10","JUN"
"ZFP36L2.2",1.35122381841388e-06,0.346032074806867,0.73,0.567,0.0323226249602784,"10","ZFP36L2"
"FCN1.9",2.2337514014044e-06,0.267799276767892,0.993,0.82,0.0534335672729947,"10","FCN1"
"PTPRC.9",3.8882136891916e-06,-0.346262065061369,0.878,0.928,0.0930099596591523,"10","PTPRC"
"MYL6.3",5.60470563072863e-06,-0.34279787222909,0.73,0.852,0.134070163392659,"10","MYL6"
"NFKBIA.5",2.92701111169486e-05,0.319843059882919,0.804,0.675,0.700170328028528,"10","NFKBIA"
"HLA-E.6",3.51547607003152e-05,-0.284233864049287,0.973,0.979,0.84093703071224,"10","HLA-E"
"JAK1.3",4.08154220906464e-05,-0.319030105188109,0.372,0.512,0.976345711830352,"10","JAK1"
"PTPN6.4",5.24754257025111e-05,-0.305983891803393,0.378,0.531,1,"10","PTPN6"
"WARS.7",5.85912322932192e-05,-0.328071239331185,0.365,0.52,1,"10","WARS"
"KLF10",0.000106794548900859,0.269777168128524,0.527,0.398,1,"10","KLF10"
"PTP4A2.6",0.000170367137387315,-0.303897818978519,0.689,0.771,1,"10","PTP4A2"
"AIF1.5",0.000442059808595662,-0.275602395982137,0.818,0.843,1,"10","AIF1"
"LRRFIP1.4",0.000715209092270495,-0.252830652390131,0.682,0.763,1,"10","LRRFIP1"
"COTL1.6",0.00087780864586265,-0.253924064623731,0.865,0.898,1,"10","COTL1"
"LYN.10",0.00131166909670571,-0.357981738893276,0.655,0.708,1,"10","LYN"
"LST1.8",0.00162218911641183,-0.329044553613937,0.689,0.724,1,"10","LST1"
"VASP.6",0.00216150337807898,-0.252878734478273,0.459,0.548,1,"10","VASP"
"SAT1.6",0.00244643576072745,-0.262935501157371,0.824,0.83,1,"10","SAT1"
"CSF1R.9",0.00361277283812915,-0.324678720930003,0.493,0.577,1,"10","CSF1R"
"TNFRSF1B.8",0.00370142912934575,-0.288523044571499,0.845,0.846,1,"10","TNFRSF1B"
"VCAN.11",1.41335358415434e-60,1.33133863763775,1,0.67,3.38088310865559e-56,"11","VCAN"
"CD14.10",5.65373440753182e-12,0.43876691097834,0.782,0.507,1.35242980762569e-07,"11","CD14"
"JUN.4",1.80463942119412e-10,0.498517077716591,0.707,0.454,4.31687795943847e-06,"11","JUN"
"LST1.9",3.16274343841539e-10,-0.526763039411525,0.551,0.73,7.56559857903346e-06,"11","LST1"
"MEGF9.4",3.51306846000459e-09,0.354263629135682,0.735,0.471,8.40361106317697e-05,"11","MEGF9"
"ACTB.3",4.35866032969533e-09,-0.399306857290679,0.932,0.968,0.000104263513746642,"11","ACTB"
"CSF1R.10",7.25510626863726e-09,-0.57122002034033,0.388,0.582,0.000173549397052072,"11","CSF1R"
"FOSB.8",1.09565482574145e-08,0.38486816213157,0.714,0.474,0.000262091590865613,"11","FOSB"
"HLA-DPA1.4",1.19996860132214e-08,-0.634281859206715,0.551,0.728,0.00028704448912227,"11","HLA-DPA1"
"B2M.1",2.33247136735461e-07,-0.266154113005989,1,1,0.00557950475784897,"11","B2M"
"CRTAP.1",5.14095710802569e-07,0.30297292046403,0.524,0.337,0.0122976834981083,"11","CRTAP"
"FOS.11",7.5189806224281e-07,0.339063735390678,0.986,0.855,0.0179861535469103,"11","FOS"
"AIF1.6",1.23901646985131e-06,-0.384703689714985,0.81,0.843,0.0296385129753131,"11","AIF1"
"VIM.9",1.52604826541893e-06,0.356375960449769,0.973,0.907,0.0365046005570862,"11","VIM"
"RPS19.10",2.10747422829119e-06,-0.437133579560647,0.687,0.785,0.0504128910149535,"11","RPS19"
"LYN.11",2.83442282285275e-06,-0.462254659130195,0.571,0.712,0.0678022283454607,"11","LYN"
"MYL6.4",3.30783770499728e-06,-0.332540006269087,0.735,0.852,0.0791267857412398,"11","MYL6"
"MNDA.9",4.23559123761506e-06,0.283490380590524,0.878,0.677,0.10131957799499,"11","MNDA"
"TMSB4X.4",4.87254190085976e-06,-0.272844797864609,0.966,0.98,0.116556074810466,"11","TMSB4X"
"COTL1.7",5.54202773270549e-06,-0.321453999168209,0.803,0.901,0.132570845394048,"11","COTL1"
"CD36.4",8.73933597177881e-06,0.309029921650635,0.558,0.386,0.209053655780921,"11","CD36"
"RPS5.1",1.01262368050065e-05,-0.357782440912275,0.476,0.64,0.24222971061256,"11","RPS5"
"GRN.9",1.53502253415792e-05,0.259642783553494,0.864,0.696,0.367192740395916,"11","GRN"
"FLNA.3",1.73345425612273e-05,-0.312625907210112,0.626,0.758,0.414659592607119,"11","FLNA"
"CORO1A",1.86670369962761e-05,-0.268059735299232,0.503,0.664,0.44653419198792,"11","CORO1A"
"HLA-DRB5.5",2.06906351909067e-05,-0.386660955817807,0.34,0.512,0.494940684401678,"11","HLA-DRB5"
"PTAFR.4",2.11048736305999e-05,0.260487801913916,0.537,0.372,0.50484968211758,"11","PTAFR"
"NAP1L1.10",3.75293528539198e-05,-0.476031117859989,0.531,0.626,0.897739649618615,"11","NAP1L1"
"ALDH2.4",3.86344682875233e-05,0.291149747826799,0.578,0.417,0.924175115905844,"11","ALDH2"
"HLA-DPB1.4",4.08949309552879e-05,-0.530268453709643,0.551,0.683,0.978247643381442,"11","HLA-DPB1"
"TXNIP.5",5.39683351095563e-05,-0.334806031908984,0.925,0.942,1,"11","TXNIP"
"CD52.1",7.13250686201625e-05,-0.292402898810393,0.381,0.523,1,"11","CD52"
"WARS.8",0.000118717255860962,-0.337402447888252,0.381,0.519,1,"11","WARS"
"TNFRSF1B.9",0.000123806355783926,-0.325981845288256,0.796,0.848,1,"11","TNFRSF1B"
"PPP1R15A.7",0.000132127198586639,0.263117809158607,0.721,0.585,1,"11","PPP1R15A"
"ARPC5.1",0.000137466193282524,-0.292831934288844,0.646,0.712,1,"11","ARPC5"
"SAT1.7",0.000179467582490511,-0.327074446428116,0.735,0.834,1,"11","SAT1"
"ACTR3.4",0.000214658205745984,-0.2641315444711,0.463,0.595,1,"11","ACTR3"
"CAP1.6",0.000260444778538827,-0.297274751058998,0.728,0.783,1,"11","CAP1"
"ARPC2.3",0.00029879273576571,-0.264797103602477,0.721,0.815,1,"11","ARPC2"
"HLA-E.7",0.000322723322910799,-0.257748977027226,0.973,0.979,1,"11","HLA-E"
"ANXA1.9",0.000397894526303943,0.269505853159212,0.803,0.693,1,"11","ANXA1"
"ZFAND5.4",0.000568593420832695,-0.262752307314362,0.537,0.616,1,"11","ZFAND5"
"YBX1.3",0.000583709636599139,-0.270943758279712,0.687,0.725,1,"11","YBX1"
"HLA-DRA.6",0.00100589343394353,-0.384760839958849,0.81,0.857,1,"11","HLA-DRA"
"PTPRC.10",0.00112825281326838,-0.250881304345157,0.891,0.927,1,"11","PTPRC"
"LILRB2.5",0.00114192275222625,-0.255519568583889,0.497,0.602,1,"11","LILRB2"
"HSP90AA1.2",0.00124029128733338,-0.256396841423667,0.565,0.679,1,"11","HSP90AA1"
"PTPN6.5",0.002257198118455,-0.28215073122001,0.456,0.527,1,"11","PTPN6"
"SERPINA1.5",0.00746854573402048,-0.255021173865164,0.653,0.69,1,"11","SERPINA1"
"S100A8.9",1.08234982929514e-16,-1.68142654746778,0.493,0.666,2.58908902665691e-12,"12","S100A8"
"S100A9.8",5.16846832304057e-14,-1.62956546093306,0.718,0.765,1.23634930755454e-09,"12","S100A9"
"HLA-DPA1.5",9.01887563261379e-13,0.51672922363219,0.88,0.712,2.15740524007755e-08,"12","HLA-DPA1"
"VCAN.12",4.50672541624448e-12,-1.25453017200733,0.62,0.689,1.07805378681984e-07,"12","VCAN"
"HLA-DPB1.5",1.06044238073636e-11,0.466944488176295,0.852,0.669,2.53668421895945e-07,"12","HLA-DPB1"
"HLA-DRB1.5",5.61964115603439e-09,0.378963634556077,0.923,0.859,0.000134427436093499,"12","HLA-DRB1"
"HLA-DRA.7",4.15199393801452e-08,0.342754143217108,0.965,0.85,0.000993198469912453,"12","HLA-DRA"
"CD74.6",7.92913352655845e-08,0.320939648566085,0.979,0.94,0.00189672803088805,"12","CD74"
"HLA-DQB1.2",2.83798482705927e-07,0.314339525614489,0.599,0.406,0.00678874350480849,"12","HLA-DQB1"
"TNFRSF1B.10",1.44483122758769e-05,0.297809904986877,0.915,0.843,0.345618077951252,"12","TNFRSF1B"
"RPS24.3",2.04931444720749e-05,-0.309531762436263,0.507,0.65,0.490216508916504,"12","RPS24"
"TKT.5",4.31703702863952e-05,-0.309452771838924,0.81,0.841,1,"12","TKT"
"ANXA1.10",5.70894021379102e-05,-0.35013083572509,0.57,0.704,1,"12","ANXA1"
"CPVL.7",6.39362286865243e-05,0.323534169958865,0.634,0.524,1,"12","CPVL"
"APLP2.9",7.72740333617762e-05,-0.34221164205367,0.746,0.842,1,"12","APLP2"
"VIM.10",0.000150485888695161,-0.324620752664807,0.859,0.913,1,"12","VIM"
"RPS14",0.000213237148930987,-0.257862046637848,0.887,0.929,1,"12","RPS14"
"RPL31.1",0.000348846215208292,-0.260569084772222,0.754,0.841,1,"12","RPL31"
"HSP90AA1.3",0.000397949824358508,0.262701258380313,0.761,0.67,1,"12","HSP90AA1"
"RPS18.1",0.000988210681004281,-0.303372220182443,0.718,0.766,1,"12","RPS18"
"MNDA.10",0.00122871899609309,-0.337667942870099,0.613,0.69,1,"12","MNDA"
"LYZ.10",0.00294496635802641,-0.588072098172974,0.93,0.825,1,"12","LYZ"
"S100A8.10",1.78231193559758e-20,0.518749813450176,0.993,0.643,4.26346838114297e-16,"13","S100A8"
"S100A9.9",4.877199901623e-19,0.465939441574915,1,0.752,1.16667498846724e-14,"13","S100A9"
"NAP1L1.11",1.55958571153825e-10,-0.701560258035007,0.429,0.631,3.73068498057065e-06,"13","NAP1L1"
"MALAT1.5",2.05816840598358e-09,0.428384196969408,1,0.999,4.92334464395331e-05,"13","MALAT1"
"CSF1R.11",1.70958702170612e-08,-0.572457024652612,0.379,0.582,0.000408950311462321,"13","CSF1R"
"LYN.12",2.29102194924036e-08,-0.546185384802307,0.55,0.713,0.000548035360477787,"13","LYN"
"HLA-DPA1.6",2.88098306876686e-08,-0.69272080408567,0.593,0.725,0.00068915995987972,"13","HLA-DPA1"
"FOS.12",6.8133999452902e-08,0.362099550379674,0.979,0.855,0.00162983340091287,"13","FOS"
"JUN.5",7.37281018101654e-08,0.468579972483996,0.679,0.456,0.00176364992340097,"13","JUN"
"B2M.2",2.1447521400023e-07,-0.256258016623715,1,1,0.0051304615940995,"13","B2M"
"FOSB.9",2.15929051082845e-07,0.336786583899992,0.693,0.475,0.00516523883095273,"13","FOSB"
"NCF1.3",4.93558504753368e-07,0.324450042213253,0.514,0.317,0.0118064129922053,"13","NCF1"
"PABPC1.1",9.00167670501835e-07,-0.261127359344036,0.986,0.993,0.0215329108460744,"13","PABPC1"
"HLA-E.8",2.0618503154993e-06,-0.33850848419678,0.964,0.98,0.0493215213970587,"13","HLA-E"
"RNA28S5.5",5.6087356199786e-06,0.355748265292541,1,1,0.134166564765508,"13","RNA28S5"
"NEAT1",7.92767108869957e-06,0.326960007785606,0.671,0.502,0.189637820112782,"13","NEAT1"
"BCAS4.3",1.07096591603466e-05,-0.301085664250908,0.386,0.562,0.25618575677465,"13","BCAS4"
"ACTB.4",1.24732675999779e-05,-0.288857835855235,0.971,0.966,0.298373034259072,"13","ACTB"
"YBX1.4",1.32888579065748e-05,-0.302069133173339,0.586,0.73,0.317882769983176,"13","YBX1"
"TMSB4X.5",1.42400866356912e-05,-0.265238200558698,0.95,0.98,0.34063711241237,"13","TMSB4X"
"PTPN6.6",1.89995476346218e-05,-0.313245819422723,0.357,0.531,0.454488178967787,"13","PTPN6"
"AIF1.7",2.08731054521313e-05,-0.358211284520954,0.779,0.844,0.499305555520434,"13","AIF1"
"MT-RNR2.1",2.17683748371475e-05,0.252355210583016,1,1,0.520721294479405,"13","MT-RNR2"
"ANXA5",2.29341923762368e-05,-0.260489664821479,0.436,0.614,0.54860881583196,"13","ANXA5"
"PFN1.2",2.8044324902689e-05,-0.306551954257809,0.414,0.556,0.670848295997223,"13","PFN1"
"FCER1G.5",3.66194044651002e-05,-0.308747794288127,0.457,0.6,0.875972774209663,"13","FCER1G"
"MYL6.5",3.95231236525958e-05,-0.282593789385063,0.736,0.851,0.945432640893745,"13","MYL6"
"ACTR2.4",4.25442319412222e-05,-0.29523252484357,0.621,0.775,1,"13","ACTR2"
"LILRB2.6",4.39740952467141e-05,-0.325819964099217,0.471,0.603,1,"13","LILRB2"
"MT-RNR1.2",5.32280980760791e-05,0.283578870808143,1,0.999,1,"13","MT-RNR1"
"COTL1.8",5.63769242378579e-05,-0.305276116396893,0.836,0.899,1,"13","COTL1"
"CAP1.7",5.90093735854265e-05,-0.318472788552364,0.714,0.784,1,"13","CAP1"
"NFKBIA.6",6.78096547076242e-05,0.293509576073092,0.821,0.675,1,"13","NFKBIA"
"ACTR3.5",7.62279314638766e-05,-0.287160975156177,0.457,0.595,1,"13","ACTR3"
"TXNIP.6",8.45069159415819e-05,-0.352521245691522,0.879,0.944,1,"13","TXNIP"
"CMTM6.4",9.32888352266709e-05,-0.29817743904992,0.379,0.513,1,"13","CMTM6"
"TNFRSF1B.11",0.000111763510470209,-0.359714702051219,0.807,0.848,1,"13","TNFRSF1B"
"PTP4A2.7",0.000144252938659133,-0.315133880873689,0.714,0.769,1,"13","PTP4A2"
"FCN1.10",0.000166342932824124,0.261155616397667,0.95,0.823,1,"13","FCN1"
"HLA-DPB1.6",0.000167666489107313,-0.578644607090687,0.571,0.682,1,"13","HLA-DPB1"
"MOB1A",0.000194583512514438,-0.253068735188181,0.393,0.537,1,"13","MOB1A"
"HCK.3",0.000286874033862706,-0.253463237526129,0.379,0.521,1,"13","HCK"
"SAT1.8",0.000373727297456438,-0.316290783133321,0.793,0.831,1,"13","SAT1"
"WARS.9",0.000518880220589507,-0.303612744591493,0.386,0.519,1,"13","WARS"
"LST1.10",0.000571617925131507,-0.324941840330265,0.671,0.724,1,"13","LST1"
"VASP.7",0.000576742183170607,-0.262681449162472,0.429,0.549,1,"13","VASP"
"RPLP0.3",0.0010525354862064,-0.261084262623545,0.65,0.734,1,"13","RPLP0"
"SAMHD1.4",0.00132813422130153,-0.292838882110419,0.843,0.858,1,"13","SAMHD1"
"HLA-DRA.8",0.00871589316693843,-0.475791361585614,0.836,0.856,1,"13","HLA-DRA"
"PSAP.5",1.47146909821731e-15,-0.45185514758652,0.993,0.999,3.51990122984562e-11,"14","PSAP"
"ACTB.5",1.34818180695756e-11,-0.466669869827636,0.897,0.969,3.22498570042318e-07,"14","ACTB"
"COTL1.9",1.86654361000131e-11,-0.51989601797104,0.765,0.902,4.46495896948415e-07,"14","COTL1"
"CSF1R.12",4.49101590490856e-11,-0.622319456494901,0.309,0.585,1.07429591461318e-06,"14","CSF1R"
"RNA18S5.5",7.62387580685656e-11,0.39962064974658,1,1,1.82370733175816e-06,"14","RNA18S5"
"LST1.11",7.96267928318206e-11,-0.536881151621474,0.478,0.733,1.90475251132998e-06,"14","LST1"
"ARPC2.4",4.02425245380262e-10,-0.459688817907853,0.61,0.82,9.62641429474125e-06,"14","ARPC2"
"RNA28S5.6",5.53639818906284e-10,0.471317208667971,1,1,1.32436181080572e-05,"14","RNA28S5"
"NAP1L1.12",5.22912000838671e-08,-0.591845830838438,0.434,0.63,0.00125085779720618,"14","NAP1L1"
"TMSB4X.6",1.05606981527405e-07,-0.344995387723912,0.934,0.981,0.00252622460511706,"14","TMSB4X"
"SERPINA1.6",1.88327147956388e-07,-0.429436727867635,0.515,0.696,0.00450497370626475,"14","SERPINA1"
"CAP1.8",4.20567983145629e-07,-0.395880401236483,0.603,0.789,0.0100604067248266,"14","CAP1"
"AIF1.8",5.56073888159963e-07,-0.392345778313532,0.735,0.846,0.0133018434786745,"14","AIF1"
"CCNI",7.18980174652824e-07,-0.320626449201582,0.507,0.695,0.0171987247578702,"14","CCNI"
"TNFRSF1B.12",1.31450400689733e-06,-0.423483632214735,0.779,0.849,0.031444250348991,"14","TNFRSF1B"
"MALAT1.6",1.32003578051879e-06,0.362447053447527,1,0.999,0.03157657590579,"14","MALAT1"
"TUBA1A.3",1.68104835848266e-06,-0.377533471750725,0.353,0.529,0.0402123577832637,"14","TUBA1A"
"PABPC1.2",1.88201700735018e-06,-0.252215919730237,0.993,0.992,0.0450197288328236,"14","PABPC1"
"HLA-DPA1.7",1.9132332380937e-06,-0.653937075706089,0.603,0.725,0.0457664522884393,"14","HLA-DPA1"
"ACTR2.5",1.94445093372236e-06,-0.335851496836809,0.61,0.775,0.0465132107855727,"14","ACTR2"
"FOS.13",2.13286893114643e-06,0.375737072702203,0.985,0.855,0.0510203577019537,"14","FOS"
"BCAS4.4",2.44480284963768e-06,-0.337422092552506,0.382,0.562,0.0584821289661829,"14","BCAS4"
"ARPC1B.1",2.84993813023967e-06,-0.28717140740947,0.64,0.797,0.0681733700134632,"14","ARPC1B"
"FCER1G.6",3.48381764334949e-06,-0.333625396370616,0.412,0.602,0.0833364018465633,"14","FCER1G"
"LILRB2.7",3.55997783885032e-06,-0.36982176952951,0.419,0.605,0.0851582298831384,"14","LILRB2"
"WASF2.4",4.35244189523856e-06,-0.303450597155787,0.353,0.539,0.104114762576002,"14","WASF2"
"CFL1.3",4.38084246884891e-06,-0.286603513530449,0.581,0.769,0.104794132697335,"14","CFL1"
"FTL.4",4.54205674537219e-06,-0.315008697519681,0.971,0.976,0.108650539406048,"14","FTL"
"ALDOA.2",6.18888467580067e-06,-0.298239690752491,0.5,0.695,0.148044310329828,"14","ALDOA"
"TPM3.6",1.30471039471244e-05,-0.320593290666837,0.669,0.797,0.312099773519163,"14","TPM3"
"MYL6.6",1.31905713885912e-05,-0.312464193908114,0.721,0.852,0.31553165818649,"14","MYL6"
"OAZ1.2",1.86144365308704e-05,-0.260015999593315,0.868,0.932,0.44527593625495,"14","OAZ1"
"ACTR3.6",2.27200459343543e-05,-0.29073311605743,0.419,0.597,0.54348621879569,"14","ACTR3"
"ANXA5.1",2.54129727507579e-05,-0.277607965963252,0.456,0.613,0.607903721170879,"14","ANXA5"
"LYN.13",3.31158084860651e-05,-0.381416208807728,0.559,0.713,0.792163254795163,"14","LYN"
"MT-ND4",4.23808908115352e-05,-0.260613870319456,0.963,0.988,1,"14","MT-ND4"
"RPL8",4.49805659852483e-05,-0.265108771470449,0.824,0.909,1,"14","RPL8"
"ARPC5.2",5.36542602624047e-05,-0.250864158343685,0.596,0.714,1,"14","ARPC5"
"PTP4A2.8",5.57418910083135e-05,-0.333418403919723,0.676,0.771,1,"14","PTP4A2"
"RPS19.11",6.20567361858327e-05,-0.358943543962652,0.676,0.785,1,"14","RPS19"
"ANXA2.2",6.33811835153189e-05,-0.27009743929394,0.537,0.688,1,"14","ANXA2"
"HLA-E.9",6.82939842523053e-05,-0.286884605489807,0.978,0.979,1,"14","HLA-E"
"GLTSCR2",7.82075768145363e-05,-0.292297679561203,0.382,0.541,1,"14","GLTSCR2"
"WARS.10",0.000117141283999834,-0.335878819751898,0.36,0.52,1,"14","WARS"
"CALM2.1",0.000195297695467285,-0.263027732210712,0.544,0.704,1,"14","CALM2"
"POU2F2.4",0.000197103160362305,-0.307903391540737,0.39,0.525,1,"14","POU2F2"
"CMTM6.5",0.000219949160708359,-0.261995982870529,0.368,0.514,1,"14","CMTM6"
"HLA-DPB1.7",0.000287457465501735,-0.58272632340027,0.574,0.682,1,"14","HLA-DPB1"
"SAMHD1.5",0.000423616871479648,-0.275406395160381,0.757,0.862,1,"14","SAMHD1"
"CST3.3",0.000833786405080631,-0.305201240249856,0.794,0.822,1,"14","CST3"
"JUN.6",0.00118592160720904,0.282886902395142,0.588,0.461,1,"14","JUN"
"SAT1.9",0.00280592000848646,-0.276352026102634,0.794,0.831,1,"14","SAT1"
"CD74.7",0.00529770288309228,-0.371686231418523,0.912,0.943,1,"14","CD74"
"NFKBIA.7",0.00561747997400426,0.251029121527324,0.743,0.679,1,"14","NFKBIA"
"HLA-DRB1.6",0.00919583962852313,-0.418541732750768,0.853,0.862,1,"14","HLA-DRB1"
"PSAP.6",9.98049527064828e-46,-1.03213540530432,0.992,0.999,2.38743427369178e-41,"15","PSAP"
"HLA-DQA1",7.0745874202082e-34,1.17966107926807,0.641,0.226,1.692312056788e-29,"15","HLA-DQA1"
"CTSS.5",1.28899530676064e-33,-0.979685978241954,0.916,0.99,3.08340567330213e-29,"15","CTSS"
"FTL.5",6.82057053554144e-29,-0.883542362603757,0.885,0.979,1.63154867780687e-24,"15","FTL"
"HLA-DRA.9",8.13422530258909e-22,1.27346617449549,0.939,0.851,1.94578803463234e-17,"15","HLA-DRA"
"CD74.8",5.58117088799317e-21,1.17942503211547,0.962,0.94,1.33507188811685e-16,"15","CD74"
"HLA-DPB1.8",2.7859578168648e-20,1.43316700758825,0.87,0.669,6.66428969372229e-16,"15","HLA-DPB1"
"HLA-DPA1.8",6.52524429557263e-20,1.26851866515755,0.855,0.714,1.56090368794393e-15,"15","HLA-DPA1"
"HLA-E.10",9.63780152215614e-19,-0.654138071206662,0.916,0.982,2.30545850211497e-14,"15","HLA-E"
"HLA-DQB1.3",3.47007521440037e-18,0.946405907835293,0.679,0.403,8.30076692036713e-14,"15","HLA-DQB1"
"S100A9.10",4.71235969470723e-18,-1.80446842152417,0.55,0.772,1.12724356257092e-13,"15","S100A9"
"TYROBP.7",1.16747941180985e-17,-0.654065794579892,0.779,0.915,2.79272750099034e-13,"15","TYROBP"
"TNFRSF1B.13",1.37705096153717e-17,-0.743692185058924,0.611,0.856,3.29404360509307e-13,"15","TNFRSF1B"
"AIF1.9",3.6275550935671e-17,-0.704640420311004,0.664,0.849,8.67747453932185e-13,"15","AIF1"
"SERPINA1.7",1.3453255941205e-16,-0.673235393247612,0.351,0.702,3.21815335369564e-12,"15","SERPINA1"
"HLA-DRB1.7",2.17697832688938e-16,1.13541384337457,0.901,0.86,5.20754985575209e-12,"15","HLA-DRB1"
"CYBB.5",2.51832346535214e-15,-0.654372694255945,0.695,0.889,6.02408156146885e-11,"15","CYBB"
"SAT1.10",1.40825176677455e-14,-0.71081341628091,0.626,0.838,3.3686790513014e-10,"15","SAT1"
"VCAN.13",2.73414894326895e-14,-1.46151673714534,0.588,0.69,6.54035768719365e-10,"15","VCAN"
"HLA-DRB5.6",4.48041021499748e-14,0.82220469690338,0.763,0.492,1.07175892752955e-09,"15","HLA-DRB5"
"HLA-DMA.1",4.85740041722028e-14,0.498503081040866,0.641,0.341,1.16193875380326e-09,"15","HLA-DMA"
"DUSP6.2",1.28982026201126e-13,-0.659885414068035,0.328,0.641,3.08537904875712e-09,"15","DUSP6"
"RPS5.2",5.6017439048811e-13,0.554679639234835,0.817,0.624,1.33999315948661e-08,"15","RPS5"
"NCF2.7",8.51115826629064e-13,-0.560990304230232,0.58,0.787,2.03595416887938e-08,"15","NCF2"
"S100A8.11",1.57788648721598e-12,-1.47109565132541,0.496,0.665,3.77446226606933e-08,"15","S100A8"
"TKT.6",6.15367762837276e-12,-0.538779728990059,0.641,0.848,1.47202122548305e-07,"15","TKT"
"HLA-B.3",1.09588101060494e-11,-0.355134893091991,1,1,2.62145696546809e-07,"15","HLA-B"
