"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"FOS.2",7.01266795391553e-16,0.448172022295134,0.989,0.853,1.67750030125613e-11,"2","FOS"
"TSPO.2",1.01552232709849e-15,0.445389996001604,0.836,0.622,2.42923095865229e-11,"2","TSPO"
"MS4A6A.2",2.83621346670851e-15,0.429674665796682,0.757,0.452,6.78450623371343e-11,"2","MS4A6A"
"S100A6.1",6.2876850356238e-15,0.413348578371373,0.899,0.759,1.50407713737157e-10,"2","S100A6"
"NAP1L1.2",1.69493737393548e-14,-0.730968594390537,0.423,0.634,4.05445969219106e-10,"2","NAP1L1"
"CTSD.1",4.11438873599911e-14,0.382429040097466,0.683,0.418,9.84202929538348e-10,"2","CTSD"
"CSF1R.2",1.12663787751118e-13,-0.636363084458318,0.354,0.587,2.6950304667945e-09,"2","CSF1R"
"JUN.1",1.51728232258087e-13,0.487178333005667,0.709,0.451,3.62949104384569e-09,"2","JUN"
"APLP2.2",4.27059735931405e-13,0.423587588513623,0.931,0.832,1.02156959432151e-08,"2","APLP2"
"ITGA4.2",5.54342547640724e-13,-0.468026317153957,0.243,0.505,1.32604280821138e-08,"2","ITGA4"
"PGD.1",1.28646929877643e-12,0.365997541002249,0.603,0.354,3.07736320960309e-08,"2","PGD"
"TALDO1.1",1.48462172778098e-12,0.363702298996489,0.698,0.466,3.55136363502487e-08,"2","TALDO1"
"HLA-DPB1.1",1.79464303953869e-12,-0.816110144544421,0.466,0.69,4.2929656148805e-08,"2","HLA-DPB1"
"SERPINB1.1",5.05346523796577e-12,0.34318954867566,0.667,0.421,1.20883941957379e-07,"2","SERPINB1"
"RPS19.2",9.23805487959179e-12,-0.558782531099279,0.693,0.786,2.20983510774715e-07,"2","RPS19"
"VIM.2",9.3973236345575e-12,0.363607066239436,0.989,0.905,2.2479337866225e-07,"2","VIM"
"METTL9.1",1.3017083080713e-11,0.315303190287898,0.54,0.313,3.11381644373736e-07,"2","METTL9"
"CSF3R.1",1.9221075742661e-11,0.38232165099435,0.593,0.375,4.59787352840195e-07,"2","CSF3R"
"MEGF9.2",2.0947795202138e-11,0.377171696126583,0.693,0.47,5.01092209030343e-07,"2","MEGF9"
"TPT1.2",3.01520957234214e-11,0.33120448742562,1,0.969,7.21268281799964e-07,"2","TPT1"
"NCF1.1",1.04802894310285e-10,0.327538803117276,0.54,0.312,2.50699003479632e-06,"2","NCF1"
"FOSB.1",1.06734912138237e-10,0.409020821622864,0.683,0.473,2.55320583325876e-06,"2","FOSB"
"FPR1.1",1.85532362542014e-10,0.367466719566061,0.556,0.358,4.43811964436751e-06,"2","FPR1"
"GRN.2",2.2723910306703e-10,0.350729773156642,0.862,0.694,5.43578658446642e-06,"2","GRN"
"RPLP1.2",2.51818605539047e-10,0.363501820853748,0.921,0.797,6.02375286309955e-06,"2","RPLP1"
"NCF2.1",4.60309296952358e-10,0.330416675179688,0.905,0.77,1.10110586923974e-05,"2","NCF2"
"PPP1R15A.1",6.29345736453726e-10,0.425780117414637,0.735,0.582,1.50545793617096e-05,"2","PPP1R15A"
"IGF2R.1",1.19972557090613e-09,0.338971391257102,0.508,0.305,2.86986353816455e-05,"2","IGF2R"
"CD36.1",1.47644466742424e-09,0.281874886874212,0.608,0.38,3.53180328894553e-05,"2","CD36"
"IL17RA.2",1.52598657082119e-09,0.356111979753397,0.667,0.496,3.65031247606137e-05,"2","IL17RA"
"CDC42EP3",1.84357837114755e-09,0.276949499461089,0.529,0.324,4.41002382162206e-05,"2","CDC42EP3"
"SRGN.2",2.38131306470478e-09,0.317439833101503,0.937,0.804,5.69633898208031e-05,"2","SRGN"
"GPX1.2",4.86324207483143e-09,0.312933886964664,0.751,0.548,0.000116333613672043,"2","GPX1"
"PTPRC.2",7.84072523681266e-09,-0.391720940327941,0.899,0.927,0.000187557988389796,"2","PTPRC"
"ALDH2.1",1.14565334428803e-08,0.270834754428468,0.624,0.412,0.000274051736487139,"2","ALDH2"
"TKT.1",1.32002817998019e-08,0.281566372075149,0.942,0.833,0.000315763940933061,"2","TKT"
"IER2",1.35628521210548e-08,0.374635013867177,0.646,0.473,0.000324436985587752,"2","IER2"
"TXNIP.1",1.81866893204551e-08,-0.382572700107338,0.894,0.944,0.000435043795234606,"2","TXNIP"
"USP15",2.01711096853277e-08,0.301714656636874,0.64,0.449,0.000482513114782725,"2","USP15"
"WARS.1",3.81779126918868e-08,-0.416444354694906,0.333,0.524,0.000913253849502623,"2","WARS"
"UTRN.2",6.35187756990006e-08,-0.390666969683087,0.344,0.519,0.00151943263349579,"2","UTRN"
"ITGAL.2",7.57679190419191e-08,-0.396731024816515,0.333,0.502,0.00181244439140175,"2","ITGAL"
"PKM.2",9.12561603343928e-08,0.306332456775444,0.767,0.638,0.00218293861135901,"2","PKM"
"LYN.2",1.03795427451136e-07,-0.490597095009985,0.635,0.71,0.00248289042005861,"2","LYN"
"CD74.1",1.41710387469294e-07,-0.552025991856823,0.884,0.945,0.00338985417865297,"2","CD74"
"CEBPD.2",1.64715422147153e-07,0.254855147957608,0.656,0.476,0.00394015761318206,"2","CEBPD"
"PTAFR.1",1.71970236584923e-07,0.275930039738064,0.561,0.368,0.00411370002934794,"2","PTAFR"
"AMICA1.2",1.77807518644067e-07,0.281663607893629,0.794,0.619,0.00425333365348472,"2","AMICA1"
"DAZAP2",3.03880274842614e-07,0.263045781805477,0.72,0.561,0.00726912005451017,"2","DAZAP2"
"GMFG",4.75252804639498e-07,0.28780548281212,0.64,0.496,0.0113685223397814,"2","GMFG"
"RCSD1",1.76299378164159e-06,0.285707882904267,0.667,0.545,0.0421725742506486,"2","RCSD1"
"SERF2",5.58037795598259e-06,0.264882039039307,0.772,0.65,0.13348822108506,"2","SERF2"
"TYROBP.2",5.70351948152659e-06,0.267876054158374,0.974,0.905,0.136433889517598,"2","TYROBP"
"CCNL1",6.7698975232884e-06,0.274972500438624,0.656,0.527,0.161942718654582,"2","CCNL1"
"DDX5.1",9.63609242217981e-06,-0.267294991768395,0.762,0.845,0.230504966830963,"2","DDX5"
"CAST.1",3.15030523179296e-05,0.263519603208879,0.651,0.538,0.753584514497194,"2","CAST"
"ANXA1.2",3.23766691168373e-05,0.289565852334682,0.804,0.691,0.774482301943865,"2","ANXA1"
"HLA-DRA.1",3.80786592852438e-05,-0.552419007448124,0.81,0.858,0.910879608762318,"2","HLA-DRA"
"HLA-DRB1.1",4.03830375879021e-05,-0.504812278536564,0.825,0.864,0.966002642140205,"2","HLA-DRB1"
"LRRK2.1",6.60826125712776e-05,0.267218607448953,0.582,0.457,1,"2","LRRK2"
"TNFRSF1B.2",9.91156881382286e-05,-0.321163999091931,0.81,0.848,1,"2","TNFRSF1B"
"FYB",0.000138430510357706,0.273890527170103,0.72,0.621,1,"2","FYB"
"POU2F2.1",0.000158215824792094,-0.253027240161674,0.407,0.526,1,"2","POU2F2"
"SAMHD1.1",0.000349209801083763,-0.257701106197679,0.82,0.86,1,"2","SAMHD1"
"HLA-DRB5.1",0.00548905489202826,-0.26054993870031,0.407,0.51,1,"2","HLA-DRB5"
"LYZ.3",3.02783383605901e-78,1.42246074545588,1,0.82,7.24288131923676e-74,"3","LYZ"
"LGALS2",1.54122653677059e-28,0.529663671866115,0.587,0.231,3.68676799860893e-24,"3","LGALS2"
"CPVL.1",1.33947947305606e-27,0.626938026246702,0.842,0.509,3.20416884749739e-23,"3","CPVL"
"VCAN.3",7.23171283837161e-26,0.699320319846801,0.984,0.667,1.72989802806687e-21,"3","VCAN"
"MS4A6A.3",5.98943018196714e-25,0.569967660641091,0.804,0.449,1.43273159382836e-20,"3","MS4A6A"
"HLA-DRA.2",2.17734410994388e-24,0.670765112038135,0.967,0.848,5.20842484539675e-20,"3","HLA-DRA"
"MNDA.3",1.7320341087293e-22,0.511287531299156,0.935,0.671,4.14319879149135e-18,"3","MNDA"
"HLA-DRB1.2",3.13954818394473e-21,0.63282353351235,0.984,0.854,7.5101132108142e-17,"3","HLA-DRB1"
"CD74.2",4.37618657983671e-21,0.500257669196677,0.995,0.938,1.04682759176274e-16,"3","CD74"
"FCN1.3",7.12538313025816e-21,0.536252911616449,0.984,0.819,1.70446289858905e-16,"3","FCN1"
"APLP2.3",1.37491128817676e-19,0.469939647811695,0.957,0.831,3.28892529244762e-15,"3","APLP2"
"CD14.3",2.09172859413341e-19,0.494811269222206,0.853,0.499,5.00362397002654e-15,"3","CD14"
"MPEG1.1",4.30773438371124e-18,0.46370075251422,0.918,0.738,1.03045314192756e-13,"3","MPEG1"
"TNFAIP2.2",9.57752209761e-18,0.486705363253741,0.848,0.632,2.29103906096929e-13,"3","TNFAIP2"
"AP1S2.2",3.29382259925502e-17,0.433031809312349,0.783,0.495,7.87915303967793e-13,"3","AP1S2"
"GAPDH.1",1.17983349828171e-16,0.419978125271323,0.701,0.425,2.82227971123969e-12,"3","GAPDH"
"GPX1.3",2.51455947200906e-16,0.451569500864327,0.815,0.544,6.01507771299287e-12,"3","GPX1"
"CTSB.2",8.97261813591834e-16,0.426530665396258,0.913,0.742,2.14633998429303e-11,"3","CTSB"
"CST3.1",1.03145771782356e-15,0.389903136134649,0.946,0.813,2.46735000680574e-11,"3","CST3"
"OGFRL1.2",2.07376482139759e-15,0.449692477672431,0.75,0.497,4.96065282926517e-11,"3","OGFRL1"
"HLA-DMB",1.41861453668048e-14,0.324006315857498,0.647,0.357,3.39346783319339e-10,"3","HLA-DMB"
"AOAH",4.06917192295363e-14,0.421972383433954,0.647,0.414,9.73386615689738e-10,"3","AOAH"
"SAMHD1.2",4.3666650564403e-14,0.402411619995248,0.929,0.853,1.04454994815108e-09,"3","SAMHD1"
"KCTD12.2",9.32298823401618e-14,0.409603664417964,0.761,0.521,2.23015201545901e-09,"3","KCTD12"
"AMICA1.3",1.61087175364811e-13,0.377040098272464,0.837,0.617,3.85336632190164e-09,"3","AMICA1"
"HLA-A.2",3.12534787765202e-13,0.374858333357942,0.984,0.945,7.47614465813139e-09,"3","HLA-A"
"EEF1A1",3.78817656365715e-13,0.307173517739785,0.989,0.985,9.06169715792428e-09,"3","EEF1A1"
"TKT.2",5.21892847878813e-13,0.427868926381797,0.946,0.833,1.24841988141091e-08,"3","TKT"
"ALDH2.2",9.79364146523003e-13,0.345000235458886,0.685,0.409,2.34273697489767e-08,"3","ALDH2"
"RPLP1.3",1.25890838407593e-12,0.349422116269359,0.962,0.795,3.01143474554802e-08,"3","RPLP1"
"TYROBP.3",1.5772016359016e-12,0.348197310697433,0.995,0.904,3.77282403324022e-08,"3","TYROBP"
"HLA-DPB1.2",2.03790776311753e-12,0.396407565161212,0.842,0.667,4.87487916015345e-08,"3","HLA-DPB1"
"GSTP1.2",2.13443280630915e-12,0.383470607751194,0.81,0.638,5.10577671597211e-08,"3","GSTP1"
"TPT1.3",2.25569914737161e-12,0.340061185647336,1,0.969,5.39585793042763e-08,"3","TPT1"
"CTSH.1",3.09450063984329e-12,0.327036151878866,0.647,0.41,7.40235498056913e-08,"3","CTSH"
"VIM.3",3.21493898469882e-12,0.395310026740838,0.984,0.906,7.69045554529804e-08,"3","VIM"
"CD36.2",3.37626024482608e-12,0.339959361527529,0.647,0.378,8.07635213164846e-08,"3","CD36"
"NCF2.2",3.61673602598042e-12,0.339824036794844,0.929,0.769,8.65159424774777e-08,"3","NCF2"
"GRN.3",4.79716394206572e-12,0.360403505130092,0.924,0.691,1.14752958658154e-07,"3","GRN"
"NCOA4.1",2.66218905122965e-11,0.352646566775114,0.799,0.616,6.36822242944645e-07,"3","NCOA4"
"HLA-DMA",3.3559215776056e-11,0.315494877885009,0.576,0.339,8.02770000579036e-07,"3","HLA-DMA"
"TGFBI.2",4.57011602542533e-11,0.320176311444153,0.788,0.566,1.09321745444199e-06,"3","TGFBI"
"QKI",2.38502108034414e-10,0.290308150450237,0.63,0.406,5.70520892629122e-06,"3","QKI"
"CTSS.1",3.17023636605678e-10,0.286790328491962,1,0.986,7.58352241124443e-06,"3","CTSS"
"TSPO.3",4.21675630509782e-10,0.316578188884798,0.793,0.625,1.00869027574245e-05,"3","TSPO"
"RPL13.1",5.74083189182675e-10,0.30219067015628,0.957,0.857,1.37326439684388e-05,"3","RPL13"
"PTAFR.2",6.44390630662752e-10,0.276717100926186,0.603,0.366,1.54144682760837e-05,"3","PTAFR"
"RASSF4",8.57218367472148e-10,0.287722614735836,0.549,0.338,2.05055205683012e-05,"3","RASSF4"
"FGL2",1.6944711341519e-09,0.341640565892197,0.962,0.855,4.05334440000476e-05,"3","FGL2"
"HLA-DRB5.2",4.00770618983103e-09,0.342507123007819,0.717,0.49,9.58683397669481e-05,"3","HLA-DRB5"
"CECR1",4.33841668754712e-09,0.282504767628115,0.707,0.504,0.000103779265582815,"3","CECR1"
"ANXA1.3",5.62437483990479e-09,0.356202108908919,0.853,0.688,0.000134540670545363,"3","ANXA1"
"FOS.3",5.8744314566624e-09,0.330446753572416,0.984,0.853,0.000140522274874821,"3","FOS"
"MEGF9.3",6.33652355017848e-09,0.26204850748588,0.701,0.47,0.000151575979843819,"3","MEGF9"
"CFP.1",7.83807972387975e-09,0.297634910764515,0.783,0.606,0.000187494705074928,"3","CFP"
"SYK.1",7.84511543815045e-09,0.320179207880664,0.739,0.57,0.000187663006395997,"3","SYK"
"MT-ND5",9.84182014599307e-09,-0.410199754752953,0.734,0.855,0.0002354261797123,"3","MT-ND5"
"CANX.1",1.08754016698463e-08,0.298499575813909,0.793,0.654,0.000260150483344393,"3","CANX"
"BIN2.1",1.20664029926911e-08,-0.366552939534306,0.332,0.535,0.000288640425988165,"3","BIN2"
"SORL1",1.46633545176374e-08,0.319909254496056,0.576,0.383,0.000350762103416404,"3","SORL1"
"RPS18",1.73612674211269e-08,0.289128893322921,0.913,0.755,0.000415298877980777,"3","RPS18"
"RNF130.1",1.78334863658538e-08,0.268450442380974,0.701,0.494,0.000426594827357588,"3","RNF130"
"VAMP8",3.33615875192156e-08,0.265389188291661,0.582,0.377,0.000798042535047157,"3","VAMP8"
"RPS16",4.45598424186315e-08,0.282461224065602,0.891,0.745,0.00106591599049608,"3","RPS16"
"MT-ND6.1",5.55463964622929e-08,-0.416476463944236,0.576,0.697,0.00132872534977451,"3","MT-ND6"
"RPLP0",8.81164400789844e-08,0.296830556477072,0.848,0.723,0.00210783336312939,"3","RPLP0"
"MT-CYB.1",9.94984629736393e-08,-0.361502975186732,0.924,0.93,0.00238010273279242,"3","MT-CYB"
"RPS13.2",1.10290692518507e-07,0.281409352804232,0.88,0.79,0.0026382636557352,"3","RPS13"
"RPS9",1.23808415789353e-07,0.254402612157243,0.897,0.771,0.0029616211140971,"3","RPS9"
"FCGRT.2",1.77053887402628e-07,0.267395543683735,0.723,0.546,0.00423530604055827,"3","FCGRT"
"SH3BGRL3",2.19937775744864e-07,0.258285684163819,0.679,0.497,0.00526113153359289,"3","SH3BGRL3"
"PGD.2",4.13376902940729e-07,0.257196768366214,0.533,0.359,0.00988838889524518,"3","PGD"
"CD4",6.44342736011716e-07,0.272656211789047,0.63,0.47,0.0154133225881363,"3","CD4"
"MALAT1",1.9749120051987e-06,-0.366444717241616,1,0.999,0.0472418700763581,"3","MALAT1"
"NAP1L1.3",5.5385811731808e-06,-0.529687406396008,0.56,0.626,0.132488400243658,"3","NAP1L1"
"CALM1",7.96210351481153e-06,-0.301504319711251,0.44,0.571,0.190461478177807,"3","CALM1"
"PTPRC.3",1.18464336112504e-05,-0.306818507757634,0.875,0.928,0.283378538414722,"3","PTPRC"
"ITGAL.3",1.29640869282824e-05,-0.310796577210331,0.359,0.501,0.310113923411443,"3","ITGAL"
"UTRN.3",2.09426264668563e-05,-0.316554580727946,0.375,0.517,0.500968567713669,"3","UTRN"
"CYBB.1",2.1677649271965e-05,0.259807852939252,0.946,0.877,0.518551048234676,"3","CYBB"
"RPS19.3",3.33064674750582e-05,-0.351833937198693,0.745,0.782,0.796724008470867,"3","RPS19"
"PTPN6.1",0.000428185871270844,-0.268379645670945,0.429,0.529,1,"3","PTPN6"
"LYN.3",0.00165024204867625,-0.353599825819235,0.679,0.708,1,"3","LYN"
"LYST.1",0.00575001448960984,-0.251689006481301,0.592,0.649,1,"3","LYST"
"LST1.1",0.00707085509461034,-0.258908623383662,0.728,0.722,1,"3","LST1"
"FCGR3A.1",6.5436785920556e-83,1.67351273814734,0.989,0.348,1.56531335600562e-78,"4","FCGR3A"
"CDKN1C.1",2.52486106307221e-71,1.04037248892365,0.795,0.21,6.03972014897504e-67,"4","CDKN1C"
"FCGR3B.1",3.3858540332766e-70,1.03464670880315,0.858,0.249,8.09930143300096e-66,"4","FCGR3B"
"PSAP",1.29784946729659e-58,0.630862395219508,1,0.998,3.10458571072018e-54,"4","PSAP"
"SIGLEC10.1",2.27856842543516e-52,0.806247543165554,0.824,0.305,5.45056353048345e-48,"4","SIGLEC10"
"LYZ.4",1.27017353471061e-49,-2.19558439243964,0.568,0.846,3.03838211238126e-45,"4","LYZ"
"CSF1R.3",1.36408483468543e-49,0.948048436313631,0.943,0.552,3.26302733305101e-45,"4","CSF1R"
"MS4A7.1",1.77503026431013e-48,0.979355864388791,0.892,0.449,4.24604989525625e-44,"4","MS4A7"
"S100A8.3",5.18384994243606e-48,-2.44205008923673,0.119,0.69,1.24002874473013e-43,"4","S100A8"
"VCAN.4",1.19712133704392e-47,-2.36985259373735,0.188,0.715,2.86363395034276e-43,"4","VCAN"
"NAP1L1.4",3.26782911299767e-47,0.953617469825789,0.972,0.601,7.81697402120174e-43,"4","NAP1L1"
"RHOC.1",6.95688945823569e-43,0.70691886108634,0.614,0.197,1.66415752730456e-38,"4","RHOC"
"LST1.2",2.93222259493188e-42,0.801805452389357,0.966,0.708,7.01416966933655e-38,"4","LST1"
"S100A9.3",1.40661401666187e-40,-2.48718310012879,0.489,0.779,3.36476138925685e-36,"4","S100A9"
"LYN.4",1.9025836480442e-40,0.871115059874023,0.966,0.691,4.55117034448654e-36,"4","LYN"
"COTL1.1",5.0660233061804e-39,0.715554010508739,1,0.89,1.21184343507141e-34,"4","COTL1"
"TCF7L2.1",2.10482381413383e-38,0.61034552414572,0.619,0.204,5.03494904578954e-34,"4","TCF7L2"
"IFITM2.1",3.48414482651963e-38,0.773308599527568,0.756,0.347,8.3344228395176e-34,"4","IFITM2"
"RPS19.4",5.43309528994234e-38,0.811442148035348,0.983,0.768,1.29965072430711e-33,"4","RPS19"
"FOS.4",6.23938753534457e-37,-1.22378243497215,0.597,0.876,1.49252389232978e-32,"4","FOS"
"SPN.1",1.71380151016907e-36,0.774060313004621,0.818,0.407,4.09958459247543e-32,"4","SPN"
"TNFRSF1B.3",6.62828556479523e-35,0.758758412982724,0.989,0.838,1.58555218995467e-30,"4","TNFRSF1B"
"HLA-E.1",9.46376586388187e-35,0.613248737262002,1,0.978,2.26382743229918e-30,"4","HLA-E"
"RP11-290F20.3.1",2.79897742366742e-34,0.646575473724804,0.653,0.259,6.69543389515484e-30,"4","RP11-290F20.3"
"PTPRC.4",6.68219290883821e-34,0.677997160527551,1,0.921,1.59844736572319e-29,"4","PTPRC"
"CD14.4",2.10872585324059e-30,-1.00468157200271,0.08,0.546,5.04428311353681e-26,"4","CD14"
"IFITM3.1",2.47040940334202e-30,0.621423257881546,0.693,0.301,5.90946633373444e-26,"4","IFITM3"
"PTP4A2.1",3.51145239827938e-30,0.695875387406186,0.932,0.757,8.39974528192411e-26,"4","PTP4A2"
"WARS.2",5.77561813908558e-29,0.699093201953707,0.841,0.494,1.38158561505066e-24,"4","WARS"
"PIK3AP1.1",7.64748441396324e-29,0.628492235237361,0.835,0.464,1.82935474666415e-24,"4","PIK3AP1"
"MTSS1.1",1.57523405653717e-28,0.524036497444506,0.619,0.241,3.76811738664256e-24,"4","MTSS1"
"CYFIP2",1.43711640680689e-27,0.495720077700461,0.545,0.201,3.43772615672275e-23,"4","CYFIP2"
"SNX18",1.08805745107855e-26,0.550586823549766,0.676,0.32,2.602742228725e-22,"4","SNX18"
"WDR11",6.27943826686606e-26,0.525839907024722,0.534,0.213,1.50210442781703e-21,"4","WDR11"
"AIF1.1",8.32508920003718e-26,0.62046517917001,0.977,0.834,1.99144458754089e-21,"4","AIF1"
"NFKBIZ.1",1.12224617342365e-25,0.65256294213712,0.761,0.42,2.68452507144671e-21,"4","NFKBIZ"
"PAG1.1",6.00599756576151e-25,0.578558339540785,0.585,0.249,1.43669467770581e-20,"4","PAG1"
"SAT1.1",1.0662405955393e-24,0.675593763666246,0.972,0.821,2.55055412858955e-20,"4","SAT1"
"ITGAL.4",3.7059642878121e-24,0.543838514792381,0.807,0.474,8.86503717287532e-20,"4","ITGAL"
"MNDA.4",4.37061506068431e-24,-0.871253944825785,0.392,0.703,1.04549482866629e-19,"4","MNDA"
"FTL",5.43436445510919e-23,0.544769441214851,1,0.974,1.29995432130667e-18,"4","FTL"
"EMR2",8.02091273567744e-23,0.455665730135272,0.557,0.244,1.9186825355014e-18,"4","EMR2"
"FCER1G.1",6.14269580953614e-22,0.56137620081415,0.852,0.579,1.46939426459914e-17,"4","FCER1G"
"CAP1.1",1.69905497075614e-21,0.560983128718172,0.932,0.772,4.06430939554576e-17,"4","CAP1"
"GPX1.4",1.94526004460115e-21,-0.696068138165244,0.233,0.579,4.65325655269042e-17,"4","GPX1"
"PTPN6.2",1.35846836575756e-20,0.499491687246711,0.784,0.508,3.24959217772867e-16,"4","PTPN6"
"LILRB2.1",2.65823346483512e-20,0.555526903160947,0.847,0.582,6.35876027123208e-16,"4","LILRB2"
"SLC2A6",7.66681724338875e-20,0.473652810392413,0.506,0.22,1.83397935279102e-15,"4","SLC2A6"
"MTPN.1",1.94404819143127e-19,0.476580526096627,0.642,0.337,4.65035767872273e-15,"4","MTPN"
"SLC44A2",2.65777026691189e-19,0.366372223310512,0.54,0.238,6.35765225547994e-15,"4","SLC44A2"
"MBD2.1",3.96783177553912e-19,0.520405585478289,0.693,0.398,9.49145039026713e-15,"4","MBD2"
"GRN.4",4.84723555125959e-19,-0.671354001452126,0.46,0.718,1.15950721621681e-14,"4","GRN"
"LRRC25.1",1.62508114196794e-18,0.433846551337431,0.642,0.34,3.88735659970152e-14,"4","LRRC25"
"NAAA",3.05841963682498e-18,0.387278755155022,0.58,0.279,7.31604561324903e-14,"4","NAAA"
"FOSB.2",3.14778834274256e-18,-0.672837906540718,0.165,0.504,7.52982449467447e-14,"4","FOSB"
"VPS35",3.41060483940159e-18,0.395134391099368,0.585,0.291,8.15850783633254e-14,"4","VPS35"
"MYO1G",1.46199755338075e-17,0.401928824496329,0.642,0.339,3.4972443474421e-13,"4","MYO1G"
"LILRB1.1",1.57089547316813e-17,0.472827069451346,0.659,0.37,3.75773906136548e-13,"4","LILRB1"
"IER5",1.77958907823466e-17,0.443438743089846,0.659,0.367,4.25695503404514e-13,"4","IER5"
"SERPINA1.1",2.03788107004924e-17,0.472710426766973,0.881,0.677,4.8748153076648e-13,"4","SERPINA1"
"VASP.1",2.47460597201598e-17,0.478555466216332,0.812,0.528,5.91950494565942e-13,"4","VASP"
"SECTM1",2.67024337111725e-17,0.3549178704022,0.597,0.295,6.38748916804956e-13,"4","SECTM1"
"UTRN.4",2.68816276446087e-17,0.501463214345985,0.756,0.494,6.43035414886685e-13,"4","UTRN"
"MAFB.1",2.92103649135327e-17,0.485611499408973,0.727,0.434,6.98741139096617e-13,"4","MAFB"
"ARPC2.1",3.85482106512826e-17,0.488735555468093,0.926,0.804,9.22111746989332e-13,"4","ARPC2"
"LILRA1",1.51476692067017e-16,0.379845982905987,0.534,0.261,3.62347395093512e-12,"4","LILRA1"
"FAM49A",2.02962566759269e-16,0.368375905486315,0.523,0.251,4.85506755944846e-12,"4","FAM49A"
"CMTM6.1",6.62470026910713e-16,0.440624422787259,0.761,0.492,1.58469455137312e-11,"4","CMTM6"
"MSN",7.81064536947149e-16,0.460362201260242,0.92,0.786,1.86838447883128e-11,"4","MSN"
"MYL6",1.95098424253299e-15,0.438250521348003,0.938,0.841,4.66694940656318e-11,"4","MYL6"
"SELPLG.1",4.83385029996938e-15,0.387741307246722,0.608,0.335,1.15630533025568e-10,"4","SELPLG"
"HCK.1",5.47170974196871e-15,0.406217503701328,0.761,0.5,1.30888768737634e-10,"4","HCK"
"ARPC5",1.45241336316145e-14,0.416248696780371,0.847,0.701,3.47431800601851e-10,"4","ARPC5"
"RASSF5.1",2.04252780200942e-14,0.43388714765563,0.699,0.449,4.88593075518673e-10,"4","RASSF5"
"PILRA",4.17746159170351e-14,0.397994045238609,0.659,0.396,9.99290587351397e-10,"4","PILRA"
"KCTD12.3",5.43825842724696e-14,-0.511622474734767,0.273,0.551,1.30088579838175e-09,"4","KCTD12"
"RAB10.1",5.75639698184265e-14,0.373479695672589,0.625,0.368,1.37698772202658e-09,"4","RAB10"
"FCN1.4",5.9474311365107e-14,-0.684881982281327,0.773,0.832,1.42268500216473e-09,"4","FCN1"
"ITGA4.3",8.04638163858461e-14,0.394909240443408,0.75,0.474,1.92477495176583e-09,"4","ITGA4"
"ACTB",9.2353219880886e-14,0.428737568669717,0.977,0.966,2.20918137277067e-09,"4","ACTB"
"AMICA1.4",9.9417157655089e-14,-0.547229051303143,0.409,0.642,2.37815782826738e-09,"4","AMICA1"
"PGK1.1",1.73286606565087e-13,0.362633523275398,0.818,0.59,4.14518891564345e-09,"4","PGK1"
"ADRBK2.1",3.36168496266919e-13,0.411020501065446,0.625,0.367,8.04148659920097e-09,"4","ADRBK2"
"PPM1F",3.59967134493263e-13,0.357811048421361,0.528,0.287,8.61077382421334e-09,"4","PPM1F"
"MAPKAPK3",7.8958400405073e-13,0.362207311706206,0.568,0.331,1.88876389608975e-08,"4","MAPKAPK3"
